Gene	PDX080	PDX085	PDX090	PDX089	PDX092	PDX323	PDX641	PDX644
SNORA59A	0	0	0	0	0	0	0	0
SNORA59B	0	1	0	0	0	0	0	0
SNORA5B	0	0	0	0	0	0	0	0
SNORA5C	3460	1972	1067	1494	2409	1602	1320	1111
SNORA6	7706	6385	3808	4190	7467	4419	2787	2798
SNORA61	0	0	0	0	0	0	0	0
SNORA62	10993	8067	5409	5335	8583	5096	1849	2089
SNORA63	48691	30662	14160	18112	36082	21117	26829	23388
SNORA64	0	0	0	0	0	0	0	0
SNORA65	10606	7502	4389	4977	9847	6053	1058	1202
SNORA66	0	0	0	0	0	0	0	0
SNORA67	2220	1592	1006	1164	1908	1200	1931	1984
SNORA68	11980	7918	5821	5584	9172	5390	3877	2917
SNORA69	2540	1860	1288	1525	2060	1484	206	224
SNORA70	1766	1113	789	1013	1528	891	235	227
SNORA70B	2	3	5	1	1	4	1	0
SNORA70C	1	1	14	12	13	5	1	0
SNORA70D	3	0	2	5	3	0	2	1
SNORA70E	5	5	2	5	3	2	1	0
SNORA70F	0	0	2	1	0	1	0	0
SNORA70G	1	1	0	0	0	1	0	0
SNORA71A	974	626	342	644	717	458	618	564
SNORA71B	3054	1754	1132	1657	2264	1528	696	638
SNORA71C	123	63	42	81	102	64	66	54
SNORA71D	1905	1337	1022	1298	1648	1154	558	553
SNORA71E	2188	1730	1305	1533	2174	1596	652	597
SNORA72	13879	8463	6426	5940	10929	7015	1853	1998
SNORA74A	2366	817	677	749	1675	1178	3854	3327
SNORA74B	3982	2850	1343	1730	3284	1956	8426	7142
SNORA75	7781	4628	4260	3671	5550	3472	1133	1079
SNORA77	423	274	309	278	493	370	41	75
SNORA78	245	145	88	140	167	98	51	41
SNORA79	212	126	107	79	161	73	30	33
SNORA7B	1655	1003	525	739	1298	771	588	467
SNORA8	9001	4869	3224	3730	6263	3876	1580	1576
SNORA80A	888	555	380	466	708	502	145	109
SNORA80B	140	95	73	92	115	72	82	51
SNORA80E	5545	3538	2603	2650	4044	2864	676	697
SNORA81	78509	56975	33188	37456	62149	40565	21679	22653
SNORA84	613	389	161	256	389	254	174	193
SNORA9	0	0	0	0	0	0	0	0
SNORD10	13308	6009	3765	5027	8287	4848	4287	3389
SNORD102	21	20	18	21	25	16	11	9
SNORD103A	0	0	0	0	0	0	0	0
SNORD103C	763	435	132	255	550	280	133	100
SNORD104	5793	3137	1142	2222	3344	1718	946	614
SNORD105	8	3	4	3	5	2	2	0
SNORD105B	222	233	196	193	321	189	27	34
SNORD109B	9	1	9	7	8	4	4	2
SNORD11	77	47	17	30	56	19	6	5
SNORD110	3463	1960	1150	1446	2707	1279	209	207
SNORD111	8	5	6	5	7	3	3	1
SNORD111B	4	1	2	4	1	4	1	2
SNORD113-1	0	0	0	0	0	0	0	0
SNORD113-2	0	0	0	0	0	0	0	0
SNORD113-4	0	0	0	1	0	1	1	0
SNORD113-5	0	0	0	0	0	0	0	0
SNORD113-6	3	1	0	3	2	0	0	0
SNORD113-7	0	0	0	0	0	0	0	0
SNORD113-9	0	0	0	0	0	0	0	0
SNORD114-1	1	0	0	0	0	0	0	2
SNORD114-10	0	0	0	0	0	0	0	0
SNORD114-11	2	0	0	0	0	0	0	0
SNORD114-12	2	1	0	0	1	1	0	0
SNORD114-13	0	0	0	0	1	0	0	0
SNORD114-14	1	2	0	1	0	0	0	1
SNORD114-15	0	0	0	0	0	0	0	0
SNORD114-16	0	0	0	0	0	0	0	0
SNORD114-17	0	0	0	0	0	0	0	0
SNORD114-18	0	0	0	0	0	0	0	0
SNORD114-19	0	0	0	0	0	0	0	0
SNORD114-2	0	0	0	0	0	0	0	0
SNORD114-20	1	0	1	0	0	0	0	1
SNORD114-21	0	2	0	0	1	0	0	1
SNORD114-22	2	0	0	0	0	1	1	0
SNORD114-23	0	0	0	0	0	0	0	0
SNORD114-24	0	0	0	0	0	0	0	0
SNORD114-25	0	0	1	0	0	0	0	0
SNORD114-26	0	0	0	0	0	0	0	0
SNORD114-27	0	0	0	0	0	0	0	0
SNORD114-28	0	0	0	0	0	0	0	0
SNORD114-29	0	0	0	0	0	0	0	0
SNORD114-3	19	6	2	0	3	7	2	4
SNORD114-30	0	0	0	0	0	0	0	0
SNORD114-31	0	0	0	0	0	0	0	0
SNORD114-4	0	0	0	0	0	0	0	0
SNORD114-5	0	0	0	0	0	0	0	0
SNORD114-6	0	0	0	0	0	0	0	0
SNORD114-7	0	1	0	0	0	0	0	0
SNORD114-8	0	0	0	0	0	0	0	0
SNORD114-9	0	0	0	0	0	0	1	0
SNORD115-1	2	4	2	4	1	2	1	2
SNORD115-10	7	3	1	4	2	0	2	2
SNORD115-11	10	9	6	12	9	8	2	2
SNORD115-13	8	3	7	10	8	5	9	3
SNORD115-14	0	2	1	1	1	1	1	1
SNORD115-16	0	3	1	1	0	4	0	0
SNORD115-17	7	1	3	0	1	0	1	1
SNORD115-2	19	9	7	7	18	7	2	3
SNORD115-22	4	2	3	1	2	5	0	1
SNORD115-24	2	0	0	1	1	0	1	0
SNORD115-25	3	5	3	4	5	1	3	1
SNORD115-26	2	2	1	2	1	4	2	2
SNORD115-27	1	4	0	4	1	0	2	1
SNORD115-28	0	0	0	0	2	1	1	1
SNORD115-3	36	30	3	15	26	16	8	3
SNORD115-30	597	414	151	240	485	275	45	49
SNORD115-31	72	80	22	30	45	24	6	9
SNORD115-32	840	637	293	503	803	468	65	64
SNORD115-33	909	797	336	524	878	594	78	100
SNORD115-35	73	54	27	27	60	25	4	12
SNORD115-37	6	3	6	5	6	1	0	1
SNORD115-38	190	137	39	91	164	78	16	15
SNORD115-39	8	5	1	3	5	1	0	0
SNORD115-4	4	1	5	2	1	1	1	0
SNORD115-40	27	19	6	13	26	6	4	1
SNORD115-41	6	0	1	4	3	2	2	0
SNORD115-44	562	426	139	242	457	257	35	43
SNORD115-45	11	9	7	14	3	4	4	3
SNORD115-47	0	0	0	2	0	2	0	0
SNORD115-48	4	10	3	5	6	4	1	2
SNORD115-5	757	403	178	294	485	318	179	167
SNORD115-6	1	2	1	2	2	4	0	0
SNORD115-7	0	0	0	0	2	0	1	0
SNORD115-8	115	55	19	52	89	42	6	5
SNORD115-9	11	1	7	1	5	2	4	0
SNORD116-1	1120	646	289	524	1273	688	478	433
SNORD116-10	0	1	1	4	3	4	1	2
SNORD116-11	176	87	66	77	146	107	46	36
SNORD116-12	39	23	28	33	53	30	14	16
SNORD116-13	3444	1804	962	1307	2587	1668	1194	1102
SNORD116-15	7770	5456	2724	3524	8366	5315	1913	2385
SNORD116-16	38	18	9	14	40	30	17	16
SNORD116-18	130	46	32	58	77	55	53	37
SNORD116-19	2	4	2	4	4	4	2	2
SNORD116-2	354	166	236	317	339	266	316	179
SNORD116-20	5139	2625	1527	2052	4481	2808	1640	1487
SNORD116-22	0	0	0	0	0	0	0	0
SNORD116-23	5566	3037	1411	2227	4544	2725	1899	1705
SNORD116-24	9254	6200	3998	4700	9509	6400	3617	3626
SNORD116-25	886	557	280	374	893	445	193	175
SNORD116-26	821	486	292	389	700	452	386	467
SNORD116-28	11	19	16	22	13	19	16	9
SNORD116-29	267	162	101	131	243	141	57	71
SNORD116-3	3	4	5	7	6	7	5	3
SNORD116-4	0	0	0	0	0	0	0	0
SNORD116-5	4	0	3	1	1	2	1	0
SNORD116-8	11	23	5	15	27	8	7	8
SNORD117	859	486	258	347	653	321	111	106
SNORD119	104	69	43	57	99	52	24	12
SNORD11B	118	99	85	51	108	74	29	23
SNORD12	6424	3905	2488	3304	5531	3124	602	583
SNORD121A	86	50	41	51	83	32	8	4
SNORD121B	0	0	0	0	0	0	0	0
SNORD123	0	4	1	1	1	0	0	2
SNORD124	186	129	61	114	143	91	45	31
SNORD126	103	64	25	52	104	79	4	7
SNORD127	26	21	7	12	22	13	11	8
SNORD12B	429	277	193	197	370	180	65	70
SNORD12C	93	42	41	35	64	47	31	21
SNORD15A	12767	5680	2879	4354	6988	4046	2982	2144
SNORD15B	23416	10486	5109	6854	12544	7112	22773	18762
SNORD16	16969	8897	5970	6214	10274	5993	2165	1725
SNORD17	18959	8593	5115	6501	11038	6958	14713	11744
SNORD18A	143	93	59	67	121	64	25	25
SNORD18B	19	7	19	28	26	16	17	10
SNORD18C	0	0	0	0	0	0	0	0
SNORD19	31	20	16	24	21	24	14	11
SNORD19B	14	13	10	17	17	9	6	4
SNORD1A	85	53	68	35	66	36	31	34
SNORD1B	20	8	9	16	25	8	14	9
SNORD1C	0	0	0	0	0	0	0	0
SNORD2	149	107	122	103	176	106	76	54
SNORD20	33	23	20	21	33	17	10	9
SNORD21	3068	1952	921	1265	2383	1422	630	543
SNORD22	0	0	0	0	0	0	0	0
SNORD23	0	0	0	0	0	0	0	0
SNORD24	895	615	316	448	891	404	97	98
SNORD25	0	0	0	0	0	0	0	0
SNORD26	0	0	0	0	0	0	0	0
SNORD27	0	0	0	0	0	0	0	0
SNORD28	632	417	189	273	458	186	101	70
SNORD29	0	0	0	0	0	0	0	0
SNORD30	57	63	55	45	60	42	30	29
SNORD31	0	0	0	0	0	0	0	0
SNORD32A	4192	2638	1490	1801	3674	1990	466	485
SNORD32B	0	0	0	0	0	0	0	0
SNORD33	35484	21031	11078	15684	27489	16625	5500	5666
SNORD34	139	99	40	66	148	70	17	16
SNORD35A	2186	1109	536	955	1442	773	196	152
SNORD35B	756	454	230	399	635	330	137	102
SNORD36A	4617	2094	967	1665	2878	1357	229	195
SNORD36B	87	44	16	48	68	50	19	21
SNORD36C	396	227	124	173	325	131	121	70
SNORD37	33	16	21	17	19	9	6	9
SNORD38A	179	115	69	84	149	57	37	28
SNORD38B	97	55	26	50	68	25	18	10
SNORD41	102	98	68	62	122	64	30	32
SNORD42A	13	8	4	14	5	13	11	7
SNORD42B	47	33	22	33	54	33	15	12
SNORD43	17	10	19	16	22	12	14	14
SNORD44	510	335	185	266	427	220	186	223
SNORD45A	3412	1619	829	1095	2331	1152	500	478
SNORD45B	69	37	26	20	44	34	47	21
SNORD45C	573	274	107	239	359	180	90	90
SNORD46	6290	5092	2098	3192	5961	3306	1044	922
SNORD47	0	0	0	0	0	0	0	0
SNORD48	50	46	34	49	57	37	14	10
SNORD49A	186	89	45	51	89	46	55	62
SNORD49B	0	1	1	4	2	2	4	3
SNORD4A	59	45	25	39	59	27	26	27
SNORD4B	30	16	13	13	24	13	5	3
SNORD5	86	42	52	56	71	38	30	28
SNORD50A	525	812	218	514	939	336	261	236
SNORD50B	14	24	22	21	29	18	16	19
SNORD51	10	6	14	8	11	3	4	4
SNORD52	35	13	20	26	25	15	14	7
SNORD53	56	38	24	43	34	28	8	6
SNORD54	893	640	278	483	966	403	386	319
SNORD55	120	106	81	90	161	77	27	21
SNORD56B	0	0	5	3	0	1	3	1
SNORD58A	1676	893	396	536	1125	467	150	98
SNORD58B	0	0	0	0	0	0	0	0
SNORD58C	904	457	212	379	677	259	138	114
SNORD59A	27	20	15	21	24	16	27	17
SNORD59B	30	30	12	23	19	20	21	10
SNORD60	8483	4489	2177	2943	5503	2871	1129	1186
SNORD61	524	385	99	190	508	188	199	125
SNORD62A	14	17	7	17	15	6	9	3
SNORD63	2513	1384	558	873	1635	832	177	159
SNORD65	523	451	273	339	644	375	238	270
SNORD66	3766	1606	755	1333	2076	1074	308	223
SNORD67	1369	1109	518	727	1297	860	338	366
SNORD68	1634	1060	652	904	1550	762	587	484
SNORD69	152	77	46	71	120	60	38	38
SNORD7	302	139	73	92	145	87	30	18
SNORD70	803	333	167	190	331	199	48	42
SNORD71	262	200	80	139	231	121	33	25
SNORD72	0	1	4	5	10	2	7	2
SNORD73A	0	0	0	0	0	0	0	0
SNORD74	57	40	41	55	55	31	79	53
SNORD75	94	48	22	46	74	31	26	27
SNORD76	0	0	0	0	0	0	0	0
SNORD77	79	55	59	62	87	47	55	62
SNORD78	36	13	8	24	31	24	29	11
SNORD79	404	337	218	265	345	196	140	122
SNORD8	7916	3843	1644	2221	4307	2238	3673	2940
SNORD80	0	0	0	0	0	0	0	0
SNORD81	45	47	47	44	47	40	45	47
SNORD82	158	97	93	98	129	56	39	36
SNORD84	0	0	0	0	0	0	0	0
SNORD87	653	309	133	240	408	160	96	63
SNORD88A	34	13	14	27	17	9	9	6
SNORD88B	35	27	8	19	21	15	9	8
SNORD88C	300	179	70	146	218	104	20	21
SNORD89	7700	5237	2447	3861	7396	4330	5804	5055
SNORD9	3578	1470	662	921	1961	926	1407	1234
SNORD90	140	79	43	68	157	63	46	39
SNORD91A	83	34	24	26	71	23	7	9
SNORD91B	3445	1569	640	1057	2094	908	495	372
SNORD92	720	395	214	312	486	232	76	75
SNORD93	0	0	0	0	0	0	0	0
SNORD94	6881	3552	1818	3002	4470	2596	5855	3814
SNORD95	2252	1402	578	1337	1883	971	243	215
SNORD96A	293	232	205	190	296	158	76	39
SNORD96B	0	0	0	0	2	0	0	0
SNORD97	26678	13822	8683	11163	20808	11299	11673	9489
SNORD98	23	25	32	37	37	29	20	6
SNORD99	453	397	201	263	414	231	148	126
SNPH	209	113	200	244	312	230	388	339
SNRK	682	596	645	777	706	550	731	761
SNRK-AS1	32	32	61	62	60	57	31	16
SNRNP200	8278	7367	7390	8521	8427	6872	6234	5481
SNRNP25	501	410	277	264	343	303	451	455
SNRNP27	705	701	581	599	632	527	634	686
SNRNP35	207	214	194	202	210	198	240	180
SNRNP40	699	476	469	538	482	439	624	479
SNRNP48	802	827	884	899	994	841	813	699
SNRNP70	2168	1996	2101	2669	2210	2142	2718	1607
SNRPA	385	311	346	379	359	279	416	353
SNRPA1	124	159	126	172	146	145	100	74
SNRPB	2385	1372	985	1282	1483	993	1662	1240
SNRPB2	940	757	816	795	969	688	799	731
SNRPC	437	323	252	319	322	260	318	317
SNRPD1	1069	925	922	911	1027	795	1253	1258
SNRPD2	1652	1139	877	1007	1285	875	1373	1341
SNRPD2P2	0	0	1	0	0	1	0	1
SNRPD3	916	815	783	764	800	705	803	687
SNRPE	488	369	317	339	471	358	594	539
SNRPF	350	278	302	331	324	228	368	322
SNRPG	136	131	114	133	141	120	98	109
SNRPN	1063	850	967	1089	1432	1174	1763	1374
SNTA1	172	106	54	71	98	70	92	93
SNTB1	148	110	34	68	57	39	70	114
SNTB2	880	946	481	538	621	521	485	467
SNTG1	0	1	2	1	0	1	0	0
SNTG2	8	11	27	25	29	23	15	10
SNTN	1	4	3	7	2	1	1	8
SNU13	1451	981	890	1047	1223	982	1618	1399
SNUPN	329	250	227	273	299	269	351	259
SNURF	71	66	95	112	143	120	92	65
SNW1	428	316	351	348	395	337	471	436
SNX1	1732	1777	2028	2454	2585	2541	1669	1553
SNX10	1639	1744	1783	1738	2276	1661	1944	2360
SNX11	362	301	386	424	554	367	331	325
SNX12	637	437	344	388	493	354	584	657
SNX13	3121	2614	1849	1907	2512	2000	1935	2347
SNX14	1199	2036	1713	1725	2364	1488	1810	1598
SNX16	1124	1285	1280	1394	1692	1371	786	1092
SNX17	2198	1530	1520	1832	2433	1717	2275	1866
SNX18	667	536	446	462	597	495	474	496
SNX19	942	1389	1467	1577	1819	1394	1914	1570
SNX2	1650	1806	1825	1853	2476	1916	2522	2251
SNX20	0	0	1	1	0	0	2	1
SNX21	121	66	61	96	175	128	240	206
SNX22	132	89	170	211	257	194	187	182
SNX24	604	617	1467	1228	1652	1254	1052	815
SNX25	230	201	66	109	92	71	99	73
SNX27	1935	1637	1172	1440	1633	1378	1605	1409
SNX29	549	472	486	597	587	558	505	422
SNX29P1	1	0	6	6	4	4	1	1
SNX29P2	1	3	5	2	2	2	2	1
SNX3	968	807	963	1079	1272	943	1247	1210
SNX30	1348	1051	2328	2539	3678	2836	3114	2592
SNX31	3	10	10	8	9	6	4	7
SNX32	0	1	1	2	0	0	0	0
SNX33	323	274	283	391	372	330	291	226
SNX4	2594	2450	2160	2211	2975	2239	2585	2670
SNX5	917	763	723	738	848	625	702	625
SNX6	1372	1140	1016	1075	1244	952	1026	1012
SNX7	235	240	245	217	256	211	192	188
SNX8	84	103	96	98	99	79	118	98
SNX9	981	839	615	715	714	658	588	495
SOAT1	475	252	318	399	601	525	736	677
SOAT2	5	2	0	1	0	1	0	0
SOBP	6	6	21	21	47	36	88	98
SOCS1	3	3	17	20	26	36	2	4
SOCS2	400	527	298	303	428	318	293	368
SOCS2-AS1	75	141	70	74	62	49	46	38
SOCS3	132	158	126	216	113	94	244	206
SOCS4	1355	1333	1511	1336	1958	1542	1418	1881
SOCS5	491	532	475	557	827	630	650	727
SOCS6	1387	956	741	879	1044	805	942	899
SOCS7	1356	1172	1383	1590	1686	1352	1703	1490
SOD1	3509	2262	1747	2047	2634	1917	3059	2701
SOD2	828	646	559	573	686	558	756	728
SOD3	30	3	7	9	4	3	6	4
SOGA1	1201	1172	1328	1793	1453	1249	938	938
SOGA3	18	15	38	32	85	61	101	101
SOHLH1	6	2	1	2	4	2	3	2
SOHLH2	0	0	0	0	0	0	0	0
SON	10203	8940	9370	10478	11083	9142	5948	5744
SORBS1	154	94	228	292	251	249	184	148
SORBS2	278	181	359	347	465	345	411	496
SORBS3	276	361	163	215	213	180	258	206
SORCS1	121	22	4	11	8	9	11	7
SORCS2	5	3	91	116	154	136	135	86
SORCS3	4	7	13	17	10	9	17	14
SORD	750	292	261	316	313	250	302	266
SORL1	1633	2087	1114	1321	1864	1249	3136	2273
SORT1	2179	2112	2439	3246	3473	2908	2588	2442
SOS1	1876	2082	2216	2594	2774	2512	1804	1794
SOS2	1160	1055	1012	1103	1331	1127	1131	947
SOST	0	0	0	1	1	1	0	0
SOSTDC1	4	6	2	1	0	0	0	0
SOWAHA	201	274	85	98	83	57	62	52
SOWAHB	30	33	3	22	10	13	14	13
SOWAHC	234	324	146	198	226	234	270	197
SOWAHD	0	0	0	0	0	0	2	0
SOX1	1	0	0	0	0	0	0	0
SOX10	0	0	2	1	1	0	1	1
SOX11	12	1	2	0	0	0	1	1
SOX12	387	341	452	591	522	436	454	356
SOX13	592	440	335	489	460	376	779	595
SOX14	0	0	0	0	0	0	0	0
SOX15	2	0	4	2	2	2	4	0
SOX17	1	1	0	0	1	0	2	1
SOX18	8	2	3	5	3	0	5	2
SOX2	95	80	65	73	72	48	25	33
SOX2-OT	38	48	38	51	49	44	48	52
SOX21	0	0	0	1	0	0	0	0
SOX3	8	6	1	5	10	6	2	3
SOX30	8	8	29	22	33	14	8	13
SOX4	6238	6128	10983	13791	15055	11273	12119	12121
SOX5	373	388	780	869	983	856	525	495
SOX6	83	81	60	66	78	73	52	45
SOX7	5	6	8	6	8	8	6	12
SOX8	0	0	13	5	4	9	0	0
SOX9	550	527	428	660	1080	1136	1955	1654
SP1	4488	3955	3511	3748	3882	3214	2931	2573
SP100	271	409	173	266	207	187	150	94
SP110	331	270	76	126	122	145	94	68
SP140	19	14	18	13	10	6	8	1
SP140L	16	13	8	7	16	11	14	7
SP2	97	98	111	187	137	119	120	88
SP3	2380	2130	1687	1553	2074	1489	1764	2016
SP4	403	452	399	494	629	527	728	872
SP5	13	4	1	4	3	5	1	2
SP6	164	100	18	55	48	47	27	31
SP7	1	0	1	0	1	0	1	0
SP8	0	0	0	0	1	0	0	1
SP9	2	1	1	0	1	2	3	1
SPA17	177	204	267	215	303	208	201	256
SPACA1	0	0	0	0	0	0	0	0
SPACA3	0	0	0	0	0	0	0	0
SPACA4	0	2	0	5	1	3	0	0
SPACA5	0	0	0	0	0	0	0	0
SPACA6	46	36	81	95	73	54	90	48
SPACA7	0	0	0	0	0	0	0	0
SPAG1	970	748	853	861	993	804	832	787
SPAG11A	0	0	0	0	0	0	0	0
SPAG11B	0	0	0	0	0	0	0	0
SPAG16	19	1	1	0	1	3	3	11
SPAG17	0	1	1	2	1	2	0	1
SPAG4	53	26	17	37	34	41	49	22
SPAG5	957	1108	885	687	482	381	356	393
SPAG5-AS1	9	15	17	18	8	11	1	3
SPAG6	0	3	1	0	0	6	1	4
SPAG7	421	256	232	240	275	240	210	215
SPAG8	13	13	9	11	28	29	39	45
SPAG9	6297	5832	5472	6730	6932	5801	7335	5907
SPAM1	0	0	0	0	0	0	0	0
SPANXA2	0	0	0	0	0	0	0	0
SPANXA2-OT1	1	0	0	4	7	0	3	0
SPANXC	0	0	0	0	0	0	0	0
SPANXN1	0	0	0	0	0	0	0	0
SPANXN2	0	0	0	0	0	0	0	0
SPANXN3	0	0	0	0	0	0	0	0
SPANXN4	0	0	1	2	1	3	0	0
SPANXN5	0	0	0	0	0	0	0	0
SPARC	659	475	791	627	817	615	884	1112
SPARCL1	18	18	33	27	45	41	43	54
SPAST	2527	1988	2259	2469	3164	2527	2991	3247
SPATA12	1	1	1	9	1	1	3	1
SPATA13	1773	1253	587	890	509	453	478	352
SPATA13-AS1	0	0	0	0	0	1	0	0
SPATA16	0	0	0	0	0	1	1	0
SPATA17	304	183	251	288	375	310	256	244
SPATA18	1	0	0	1	1	3	1	0
SPATA19	0	0	0	0	0	0	0	0
SPATA2	196	219	264	349	294	232	230	216
SPATA20	1585	1203	1057	1371	1486	1161	1644	1152
SPATA21	2	3	3	5	2	0	1	0
SPATA22	2	0	0	1	0	0	1	0
SPATA24	23	23	27	24	40	29	53	45
SPATA25	6	4	3	7	2	4	11	5
SPATA2L	76	36	77	118	112	81	109	77
SPATA3	0	0	0	0	0	0	0	0
SPATA3-AS1	6	6	0	0	2	0	0	3
SPATA31A3	0	0	0	1	0	0	0	0
SPATA31A5	0	0	0	0	0	0	0	0
SPATA31A6	0	2	2	1	2	1	1	0
SPATA31C1	0	1	0	0	1	0	1	0
SPATA31C2	0	0	0	0	0	0	0	0
SPATA31D1	0	0	0	0	0	0	0	0
SPATA31D3	0	0	0	0	0	0	0	0
SPATA31D4	0	0	0	0	0	0	0	0
SPATA31D5P	0	0	0	0	0	0	1	0
SPATA31E1	0	0	0	1	1	0	0	0
SPATA32	0	2	5	9	5	2	1	1
SPATA33	125	79	181	189	182	160	208	153
SPATA4	2	8	9	10	5	5	4	4
SPATA41	30	16	56	51	52	36	13	40
SPATA42	2	5	6	4	11	7	13	2
SPATA45	1	3	2	4	7	2	2	5
SPATA5	1016	1261	1235	1211	1146	964	1081	1040
SPATA5L1	139	138	181	175	185	125	139	130
SPATA6	175	244	203	281	328	268	336	290
SPATA6L	47	83	234	234	259	300	203	142
SPATA7	81	71	204	176	301	237	387	362
SPATA8	0	0	1	0	0	0	0	0
SPATA8-AS1	0	0	0	0	0	0	0	0
SPATA9	3	0	22	19	50	31	37	44
SPATC1	0	0	1	0	0	0	1	0
SPATC1L	2	1	0	2	1	1	3	1
SPATS1	0	0	0	0	0	0	0	0
SPATS2	436	493	702	689	707	537	392	434
SPATS2L	708	301	458	594	752	577	959	1004
SPC24	43	58	26	21	15	12	24	25
SPC25	43	61	50	24	18	14	17	22
SPCS1	1019	785	742	891	1075	777	917	922
SPCS2	133	179	180	226	173	171	120	123
SPCS3	1300	1930	1696	1595	1910	1277	1257	1527
SPDEF	2027	1131	285	318	262	197	285	244
SPDL1	482	665	627	567	581	405	438	478
SPDYA	74	80	114	120	95	121	62	46
SPDYC	151	52	56	73	70	75	61	37
SPDYE1	0	0	1	1	0	0	0	0
SPDYE2B	0	0	0	0	0	0	0	0
SPDYE3	0	1	2	0	1	0	0	0
SPDYE4	0	0	0	0	0	0	0	0
SPDYE5	0	1	0	2	0	1	0	0
SPDYE6	1	0	0	1	0	0	0	0
SPDYE7P	0	0	0	0	0	0	0	0
SPECC1	339	326	457	382	500	445	466	540
SPECC1L	3311	3310	4161	4640	4889	4327	3704	3388
SPEF1	155	52	55	41	76	50	100	58
SPEF2	1232	1045	833	953	947	748	748	493
SPEG	653	397	419	663	594	454	889	551
SPEM1	0	0	0	0	1	0	0	0
SPEN	1443	1311	1759	2192	1816	1720	1078	972
SPERT	0	0	0	1	1	0	0	3
SPESP1	1	1	0	0	0	0	0	0
SPG11	3509	3021	2483	2977	3001	2593	2342	1827
SPG20	78	68	96	124	151	141	230	224
SPG20-AS1	0	1	2	1	1	2	0	1
SPG21	1334	1092	1413	1716	2004	1525	1814	1571
SPG7	928	746	733	1066	882	761	751	476
SPHAR	0	0	0	0	0	0	0	0
SPHK1	2	1	8	6	6	9	5	1
SPHK2	145	115	131	165	177	139	191	146
SPHKAP	2	0	0	0	0	0	1	1
SPI1	22	15	24	20	6	7	32	28
SPIB	2	3	2	1	0	0	1	2
SPIC	0	0	0	0	0	0	0	0
SPICE1	1805	1832	1911	2045	1967	1601	1184	875
SPIDR	2112	2082	2268	2553	2516	2078	2290	1938
SPIN1	3611	3897	4375	4878	5608	4484	5342	4807
SPIN2A	0	0	0	0	0	0	0	1
SPIN2B	15	18	11	12	12	18	24	14
SPIN3	411	409	291	340	431	369	429	327
SPIN4	94	178	203	188	162	138	114	134
SPINK1	1	0	0	1	0	0	0	1
SPINK13	0	0	2	0	2	0	2	0
SPINK14	2	3	1	4	2	2	0	1
SPINK2	1	1	1	1	1	0	0	3
SPINK4	2	2	3	0	2	2	3	5
SPINK5	2	0	43	45	93	115	9	7
SPINK6	0	0	1	0	0	0	1	1
SPINK7	0	0	0	1	0	0	0	0
SPINK8	167	78	0	1	7	5	4	2
SPINK9	0	0	0	0	0	0	0	0
SPINT1	484	461	346	368	427	404	350	259
SPINT2	6541	5031	3512	3830	5705	4074	7381	6807
SPINT3	0	0	0	0	0	0	0	0
SPINT4	0	0	0	0	0	0	0	1
SPIRE1	673	626	403	429	632	486	911	778
SPIRE2	293	194	115	204	183	145	226	160
SPN	1	0	0	1	1	0	3	0
SPNS1	233	172	185	211	225	177	190	160
SPNS2	28	23	27	37	61	46	68	63
SPNS3	0	0	0	0	1	0	0	0
SPO11	0	0	0	0	0	0	0	0
SPOCD1	2	1	23	16	19	13	14	7
SPOCK1	13	8	13	12	45	30	51	81
SPOCK2	22	25	41	27	37	37	45	30
SPOCK3	0	0	1	0	3	0	3	3
SPON1	22	26	41	34	54	31	73	98
SPON2	14	5	12	15	32	35	31	19
SPOP	1861	2222	1269	1479	1801	1267	2125	1752
SPOPL	4827	3352	2251	2432	2903	2561	2578	2622
SPP1	9	0	0	0	3	0	21	6
SPP2	0	0	0	0	0	0	0	0
SPPL2A	842	665	655	683	867	652	632	478
SPPL2B	564	510	488	605	526	518	373	287
SPPL2C	1	0	7	6	3	2	1	0
SPPL3	1391	1254	1185	1401	1584	1301	1041	831
SPR	1676	1068	721	885	1084	915	974	875
SPRED1	127	133	175	133	180	125	183	346
SPRED2	392	318	361	441	416	332	311	300
SPRED3	14	17	50	42	53	49	61	40
SPRN	10	10	7	6	6	7	29	29
SPRNP1	1	0	0	0	0	0	0	0
SPRR1A	1	0	0	0	0	0	0	0
SPRR1B	0	0	0	0	0	0	0	0
SPRR2A	0	0	0	0	0	0	0	0
SPRR2B	0	0	0	0	0	0	0	0
SPRR2C	0	0	0	0	0	0	0	0
SPRR2D	0	0	0	0	0	0	0	0
SPRR2E	0	0	0	0	0	0	0	0
SPRR2F	0	0	0	0	0	0	0	0
SPRR2G	0	0	0	0	0	0	0	0
SPRR3	0	0	0	0	0	0	0	0
SPRR4	0	0	0	0	0	0	0	0
SPRTN	1108	930	1072	1112	1321	1018	1165	1167
SPRY1	54	45	36	30	64	55	71	95
SPRY2	25	38	74	101	102	102	48	67
SPRY3	0	0	0	0	0	0	0	0
SPRY4	28	8	18	29	73	49	52	61
SPRYD3	707	384	297	363	428	402	741	644
SPRYD4	278	207	180	199	244	204	313	229
SPRYD7	189	221	242	248	299	222	252	331
SPSB1	55	36	41	52	51	49	68	46
SPSB2	82	48	67	71	96	72	111	86
SPSB3	381	305	239	365	428	340	375	300
SPSB4	6	4	15	15	23	24	29	20
SPTA1	0	0	0	0	0	0	0	0
SPTAN1	4738	4409	5682	6717	6551	5770	4409	3925
